id,user_id,started_at,ended_at,created_at,site_type,cloud_cover,wind_intensity,shadow,temperature,notes,picture_id,duration,lat,lng,management_type,crop,site_name,bumble_bee,bumble_bee_amended,honeybee,honeybee_amended,large_dark_bee,large_dark_bee_amended,small_dark_bee,small_dark_bee_amended,greenbee,greenbee_amended,non_bee,non_bee_amended,picture_url
897a0d64-17e5-4833-aee7-ed34ce58092b,1,2020-05-28T01:53:19.900Z,2020-05-28T01:53:22.516Z,2020-05-28T01:53:30.574Z,road-field-edge,cloudy,no-wind,TRUE,just-right,,,1 seconds,38.5498625,-121.4355047,organic,,tim,2,,0,,1,,0,,1,,0,,
9ac03116-cb79-45e9-82dc-7614fb45b713,24,2020-05-20T18:38:33.719Z,2020-05-20T18:43:33.724Z,2020-05-20T22:35:41.880Z,orchard,sunny,steady-wind,,just-right,Tree 2 Rep 3,cdace128-ee89-4e0a-af81-9cfa09930c76,5 minutes,42.9756129,-89.4755468,conventional,apple,Epelgaarden,0,,0,,1,,2,,0,,0,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/cdace128-ee89-4e0a-af81-9cfa09930c76?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=f7d4f99fa616c87394a89d1ffba033bee7c1d12cc93d02a204736c97a219ae03&X-Amz-SignedHeaders=host
16b2d0f4-bc46-484b-8b5d-cedf7adfb48c,24,2020-05-20T16:11:05.448Z,2020-05-20T16:16:05.454Z,2020-05-20T22:30:26.722Z,orchard,sunny,gentle-breeze,,just-right,Tree 4 Rep 2,843e717f-a080-4f2c-9d16-eb603de29af9,5 minutes,43.0330334,-89.5510898,conventional,apple,Appleberry,0,,3,,0,,0,,0,,0,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/843e717f-a080-4f2c-9d16-eb603de29af9?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=22752fa4f80b5f6e510279cf1e73952ae8dcbbac13030f346c502a5567fab847&X-Amz-SignedHeaders=host
5e1ccd84-c243-4c4c-9631-6211b11fbfd5,123,2020-05-20T16:02:19.828Z,2020-05-20T16:07:20.108Z,2020-05-21T16:28:25.651Z,orchard,sunny,gentle-breeze,,just-right,,9853423a-612f-40cb-aff0-b4d79e47e6c5,5 minutes,43.04086051,-89.61282112,conventional,apple,appleberry-1,0,,41,,0,,4,,0,,1,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/9853423a-612f-40cb-aff0-b4d79e47e6c5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=493147b724c031f71994c627f25694e416c1c784762d64605556c56c0ddb0507&X-Amz-SignedHeaders=host
9754c64b-8479-403d-afc3-63cc9d46058b,36,2020-05-16T18:26:00.783Z,2020-05-16T18:31:01.064Z,2020-05-18T13:59:23.454Z,orchard,sunny,gentle-breeze,,just-right,"ashmead’s kernel, middle block, breeze picked up",cb0369f7-a25f-407f-a2a7-5cd5deda4f33,5 minutes,43.02449518,-89.22230263,ecologically advanced IPM,apple,door creek orchard,0,,20,,0,,22,,0,,0,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/cb0369f7-a25f-407f-a2a7-5cd5deda4f33?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=f7f57b55024ee86ca659370c95cad082a97e583aacabe325f06036434930d476&X-Amz-SignedHeaders=host
fff044af-ee01-4082-aadb-368479279fc0,130,2020-05-20T18:42:25.958Z,2020-05-20T18:47:25.959Z,2020-05-20T22:09:50.163Z,orchard,sunny,gentle-breeze,,just-right,I don't think the geolocatation is accurate for this submission but I don't see how to change it.,23f65005-74b5-4c46-a2a4-bfe256b6cdc7,5 minutes,42.7230517,-88.2237518,conventional,apple,honeycrisp tree,8,,36,,2,,0,,0,,7,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/23f65005-74b5-4c46-a2a4-bfe256b6cdc7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=64af53553d90b5a2876f1c43049a7b5b890237983b0e7982a6a2b84c99d72cfe&X-Amz-SignedHeaders=host
ebda39ae-f1a5-4582-8015-2049558f574e,17,2019-09-23T21:43:32.664Z,2019-09-23T21:48:32.834Z,2019-09-23T23:31:35.052Z,road-field-edge,sunny,gentle-breeze,,just-right,,80aadd64-8087-49f6-9b7f-3891807b4a59,5 minutes,43.41300539,-89.74025182,organic,,,68,,0,,0,,8,,2,,5,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/80aadd64-8087-49f6-9b7f-3891807b4a59?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=5d6244eea99ff657eb2447c2067c765d9d2a7940b42eff407ea57f7455968e6b&X-Amz-SignedHeaders=host
669cd0fd-fee7-4b2a-b3b8-50c030082508,7,2019-05-14T03:37:05.469Z,2019-05-14T03:37:11.371Z,2019-05-14T03:37:14.035Z,corn-soybeans-alfalfa,cloudy,no-wind,TRUE,just-right,,09730100-cc8f-4e68-98c5-e0a1c85244e4,4 seconds,43.09354575,-89.34147436,,,,2,,1,,1,,2,,0,,1,,https://bee-observations-app-pictures.s3.us-east-2.amazonaws.com/09730100-cc8f-4e68-98c5-e0a1c85244e4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIARZWUGDQYAU4ZB5XM%2F20200529%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20200529T150637Z&X-Amz-Expires=604800&X-Amz-Signature=2177c7587763121af77b6c8df3c2816ced3a49bbf487ea048927664db850d66e&X-Amz-SignedHeaders=host
42733a68-8971-4b61-9ea0-d6b26a599821,5,2019-05-07T15:30:11.407Z,2019-05-07T15:35:12.615Z,2019-05-07T15:35:41.760Z,corn-soybeans-alfalfa,cloudy,gentle-breeze,TRUE,cool,inside,,5 minutes,43.07366229,-89.41390419,,,,0,,8,,1,,2,,0,,3,,
e43c5dd2-52fd-43f7-abf0-94388881535f,1,2019-04-30T15:40:11.000Z,2019-04-30T15:40:15.000Z,2019-04-30T15:57:01.744Z,fruit-vegetable-farm,cloudy,no-wind,TRUE,just-right,Lots of goldenrod,,,,,,,,3,,1,,0,,1,,0,,1,,
